Gene	JK_A2_2_ERCC_S27	JK_S1_3_ERCC_S23	JK_A2_3_ERCC_S28	JK_S2_3_ERCC_S25	JK_A2_4_ERCC_S29	JK_A2_1_ERCC_S26	JK_S1_2_ERCC_S22	JK_A2_5_ERCC_S30	JK_A2_6_ERCC_S31	JK_S2_2_ERCC_S24
DNPEP	24.54106615	14.18900506	24.91597843	21.05969425	25.13479065	22.6188731	13.59403546	24.78480251	24.66047727	21.54800864
C20orf27	28.96601438	10.91546164	29.93575915	19.83833141	27.62981701	26.26094927	9.772770451	30.21456227	29.64249512	19.75589808
COX4I1	55.07898002	73.80689245	55.7610929	62.9876651	55.7152605	55.50230595	72.69297638	58.4469956	56.54039066	62.9400083
USP6NL	5.371765455	5.358461078	5.201842575	6.066090548	5.566660157	5.480195897	5.357431696	5.216846742	5.137472404	5.603900481
PDCD2L	8.770840383	4.10969939	7.812530045	6.754773288	8.547344041	9.053091122	4.278550048	8.216114068	8.244643154	7.047210707
DIS3L2	8.519625824	12.6280713	8.331743837	9.667186876	9.043162394	8.064888246	11.12339766	8.079133403	8.875052455	9.309114717
CELSR3	10.22847009	5.904229179	10.56717725	7.230998657	10.81565074	8.898249064	5.37630192	10.18672902	10.80998467	7.267033649
INCENP	33.96853866	60.27988628	32.98556301	44.20081104	34.19373841	30.65684672	53.05102601	36.16855384	35.09696193	42.62993423
NFKB1	20.43725683	15.40870598	20.62389621	20.95598111	21.1460624	21.00858537	15.74071254	21.71613894	21.24565491	20.84226896
ATG2A	6.14949841	5.799315719	6.048489596	6.467846399	6.247798395	5.598491686	5.370460471	6.5304473	6.335316783	6.476378218
EIF2S1	54.05332696	20.14865788	55.01302897	36.56101503	50.82505544	57.91771948	23.49413679	49.92560287	49.53922911	37.25563385
DHX36	21.93373729	12.22984325	21.56388264	19.11037735	21.28967192	23.01190858	13.76281251	19.52087357	20.91861054	18.67101804
VGLL4	29.32384273	41.91831169	29.1777951	42.45747429	29.32968231	27.84765238	42.03710424	29.99017123	28.83667514	39.5645089
HMGCS1	77.38761792	122.6704245	76.53767357	92.50452712	52.68932224	80.49378846	136.6342785	50.61800305	51.8441393	93.33253003
APOL6	13.14140891	8.65599483	13.22889357	9.30187981	12.40963274	13.45390466	8.817134441	12.20003456	12.08751538	8.998031636
TRADD	5.536881792	4.531075134	5.724362097	5.392273202	6.006566129	5.006160329	4.44347009	5.563560685	5.48773792	5.146214871
EIF4G2	194.9480738	131.7861067	193.7840162	191.0196071	189.8904503	202.074523	137.8561909	184.5443518	189.4901563	192.5864109
MRPS30	19.94034885	13.94881997	19.02275767	18.10555221	18.165847	19.23333455	15.28544939	18.03564812	18.65968832	16.32560981
SS18L2	8.749519129	6.248070191	8.611311172	7.533530507	7.89919498	8.646718734	7.771791733	7.630556534	7.840864291	7.884927528
CHST2	18.69958737	18.08755328	18.52361333	15.26646433	20.20003175	17.00713762	17.68839322	21.4416029	21.17615588	15.11278023
RAB9A	5.468616996	4.034703141	4.985814467	5.083587397	4.604376985	4.828044342	4.953268036	4.324478585	4.317893056	4.617324976
ANKRD10	42.22680259	31.73156336	39.2959604	37.75017623	41.45277613	39.4518654	34.8262903	38.09087921	41.13375248	37.77449815
AC112484.3	2.034059457	0.365750428	1.391923876	0.992195518	1.884875626	1.332819467	0.285583207	1.667010168	2.20815169	1.173336323
TAMM41	7.554525099	7.215554748	7.6015277	6.91877148	7.787455293	7.336500331	6.819382396	7.808682536	7.467677553	6.99512212
PHF6	36.81893279	26.60556865	34.77166319	38.62723065	33.90585734	37.04652132	33.25603149	31.74350983	33.58676386	36.54790909
TLCD3A	10.30478894	9.164038806	9.477794109	9.695841893	9.926300988	9.108685198	8.477408646	10.08016464	9.421791143	10.4039042
FDPS	117.4368072	229.619452	118.7230053	187.9758846	105.4789497	112.1975888	221.9815712	110.2147716	108.0354036	192.0955998
USP16	20.90115494	9.255790646	19.63973142	15.07577057	19.53144003	21.57095601	10.68959913	18.64481928	18.95182681	15.69687351
UBXN6	11.1286886	15.97733309	11.03582962	13.11950197	11.28247314	10.21365289	14.38944758	11.62684963	11.97017445	13.29006368
UBL3	6.878202446	7.093549959	6.901608674	6.865577753	6.678526924	6.749768687	7.779281279	6.758237719	6.699025451	6.584006059
DDIAS	15.96480506	7.475312263	15.38119136	11.88890866	13.66675655	17.25519513	8.138702709	13.92942563	14.25594906	12.29210653
POLD3	14.1139046	17.9283735	13.47870703	16.03464005	14.47659208	14.04907426	18.50581195	13.6548109	14.47950114	16.80908924
AL080317.1	1.213749889	0.979056742	1.255985379	1.142612837	1.201503774	1.511074729	0.613161924	0.831521344	1.169206059	1.135139815
AC064836.2	1.400655674	4.63835102	1.182387677	2.251802226	1.753845094	1.093526313	3.613497479	1.240020955	1.528623741	2.274585118
SNORA38B	1.31921806	0.86259134	0.706326031	1.53563085	1.181667124	1.404471772	0.589333286	1.52891744	1.745146358	0.315823351
PGRMC1	23.79596461	16.74845725	23.63692434	21.54067559	21.05925453	23.84275829	19.00278363	22.1535716	21.85968409	21.62221797
SAPCD1	1.166295602	1.079416292	1.53541091	1.756922632	1.753311495	1.230254409	1.348518086	1.330152609	1.268692189	1.671174437
CAPN10	8.796701504	9.473258647	8.782457231	8.741919594	9.68368296	7.787869294	9.085242721	8.561266782	9.205620633	8.638908377
RIBC2	5.967952551	4.104762466	5.775281905	4.761417552	5.843899072	5.741838793	3.782412222	6.765887222	5.804856515	5.164665624
HMGXB4	27.38563679	33.58356982	27.76739184	28.73096358	28.48312465	28.96052608	34.37129829	28.22292988	28.01192398	28.29173449
PTCD1	1.618798909	1.08056773	1.849219462	1.173232462	1.837947613	1.708872522	0.967859121	1.683119658	1.830503306	1.279651021
POLR2K	59.28822736	37.8094441	57.52911377	45.34317323	53.3683001	60.63782805	43.32725213	53.276134	54.59721432	48.46419138
GIMAP5	2.717009372	2.803128734	2.37610322	1.769647033	2.974090835	2.606657904	3.059369333	2.296626682	2.665253061	1.920697345
DENND5B	1.424638428	1.698379828	1.292637566	1.893309311	1.604001865	1.395957919	1.774540427	1.50472486	1.579247916	1.666926679
ENHO	5.761604382	5.935769593	5.6345304	6.718633937	6.079752067	4.742824667	5.745139613	7.939439226	5.726473689	6.439355491
TMCO6	11.13343161	9.134557414	10.34729661	12.03778376	11.08675128	9.9976924	7.945588707	11.691169	12.29108456	12.2233178
MREG	4.471657013	2.431929413	4.432442656	4.243180237	4.579288553	4.456454071	2.97970878	4.729380048	4.266544681	3.877062711
TFIP11	22.04557097	16.43984172	22.61057601	17.50387747	22.04532076	21.80249952	14.87770964	22.62839573	22.08731166	17.6059694
LIN9	8.095386654	6.415024329	8.031087368	7.989556825	7.263633602	8.239902411	8.343601231	7.107694433	7.755064457	7.933567586
MTCL1	11.92289848	11.94812173	12.23085887	10.10955716	13.15710124	11.20281185	10.28228441	12.66388038	12.93216559	9.900152383
AL663070.1	0.953476226	0.759823993	1.327308393	1.220879479	1.254400772	0.888207321	0.425945713	1.197124782	1.024822154	0.970122212
AL359962.1	1.659214554	1.258657414	1.58795146	1.372100524	1.596518082	1.745739872	1.401368423	1.377118981	1.634754812	1.365440892
SOX8	1.210551432	0.435345882	1.15410238	0.497308239	1.011053796	1.007868288	0.334613024	1.117266942	1.128483155	0.737199992
AC116565.1	4.176168266	5.516246101	4.12736167	4.981119568	4.703137344	3.33929625	5.095305308	4.406279286	4.517826736	4.707881092
ITGAV	5.695933412	5.369842483	5.536737134	5.452874836	5.616087464	5.809183767	5.478438539	5.216579133	5.751351013	5.301650639
NLRX1	6.518547302	7.717253505	6.894296046	7.457146328	6.852761112	5.639603535	6.456915801	7.216063459	7.079051791	7.401244935
TPT1P6	0.825269593	0.412206222	1.116105063	0.939304162	1.468175422	1.476539755	2.252995927	1.006636466	0.778355647	1.287871098
ZNF442	1.262063541	0.842002712	1.188685692	0.897783545	1.353930798	1.220658115	1.138228576	1.205113001	1.348218744	0.910018257
METTL18	8.951438403	7.796731252	8.02506186	9.59513693	7.530804183	8.352980588	9.980371285	7.91152029	8.079160237	9.112216558
CAPRIN2	3.251149518	4.449256812	3.439245345	3.847283742	3.885929403	3.536025466	4.442427273	3.313647561	3.613406039	3.705409658
C6orf52	1.497352944	0.372798823	1.980819893	0.786579243	2.35488758	1.989582538	0.339601146	2.03127069	1.53638557	0.545976146
TGFB1	29.86726082	32.78712012	29.22975295	26.00706846	30.38196881	25.11604746	28.42335358	33.23126805	31.9347136	26.02918361
PXN-AS1	1.760841446	1.734150214	1.627039496	1.529670778	1.632280087	1.694126693	1.635779142	1.877288595	1.818350352	1.605758489
TCEANC2	4.187909877	4.787768612	4.217868326	4.953480708	4.332321508	4.256071989	5.06344038	4.279497921	4.336705712	5.030279533
TMEM223	10.6260033	7.811432028	10.91737019	9.449980325	10.62490935	10.15318351	9.127258753	10.90859974	10.96976884	8.742575868
TGFA	3.609985589	3.163271413	3.533036975	2.941533158	4.154778345	3.653349363	3.159739684	3.989223012	4.08140435	2.964535685
AP000829.1	3.644596496	6.574668606	3.681697924	3.49375233	3.646245936	3.504984783	5.245375952	3.97218184	4.305109237	3.168191908
SCP2	18.53643796	14.70306747	18.85423601	17.73553302	17.9071162	19.90468997	16.87510112	17.43797816	18.23846735	17.34734404
MIR4512	2.51371005	1.836241316	1.850574202	2.816346979	5.417943761	5.289591813	1.93006651	4.005763693	3.048188972	1.241185771
PPP1R16A	6.209930881	3.089726747	6.056971001	4.65393631	5.915804982	5.185403611	2.757877454	6.24497104	6.562515401	4.808119317
SUGT1	11.99408558	4.871560888	11.87629288	9.068004454	11.51067778	12.19989183	5.945166386	10.63837979	11.44604538	8.715149954
GSPT1	42.15990905	25.15033267	41.71760748	37.26432656	40.15469452	43.03028818	26.46577688	40.31146806	39.61237034	37.23035879
NEDD4L	4.713388327	5.003364499	4.780239163	4.683736351	4.803268803	4.867109646	5.200202367	4.839195782	4.722521429	4.591126949
ATP6V0A1	9.922184176	8.811383521	9.889353967	7.873156041	11.14734775	10.20879948	8.148432129	11.20485814	10.79102797	7.639571348
BRD3OS	8.986225868	4.90966967	9.304981511	7.692189877	9.358192196	8.321779507	4.741944471	9.708325271	9.683176864	7.558083012
CSF1	3.16652571	2.606428585	3.06266787	2.944817584	3.434904255	2.930920547	1.961960449	3.322256443	3.286495684	3.242289654
VPS29	37.49631173	24.38419232	38.70371387	34.94263973	36.91754625	40.87405027	27.91095529	35.87788024	36.94510556	34.02248826
ERAP2	25.62516981	17.4421315	26.40070777	22.92262996	25.34593648	26.85292684	19.13139402	25.13198393	25.83846601	23.76258343
XPO5	39.7238676	24.09438163	39.52851526	34.70075677	40.20454228	39.94769695	23.53934207	39.30760666	39.31923263	34.51754029
STIM1	33.3761949	53.7953723	33.10726528	35.12582829	34.22640093	31.91558122	48.56182037	34.60366153	33.58885919	35.33219366
FANCE	9.520335276	7.479195995	9.489939909	8.991110679	10.07301268	8.195796118	7.387599299	9.991083745	10.03589003	9.010160682
VANGL1	34.99981045	19.31650996	35.46204698	25.99179036	33.12740957	35.67098739	19.35631228	32.3881232	32.14818146	26.01370401
PNPLA2	15.91816571	22.89213311	15.64773857	16.62375789	16.68795957	13.96260559	18.30943506	15.91921252	16.83576493	15.84492474
ATP5F1EP2	4.934767325	5.704299945	5.338194813	4.728299263	7.07011892	5.749556318	4.45399964	6.847459304	3.907934579	5.304212696
NUP42	11.95851089	8.014740664	12.32984393	10.78090984	11.84400517	12.36757073	8.517019477	11.08752307	11.39756305	10.27368741
BVES	1.698452736	1.140174788	1.773883739	1.423276165	1.767630301	1.748693886	1.23106945	1.777332089	1.839897848	1.170367364
GPAM	7.92684578	2.589127742	7.771714632	4.733480074	7.764820531	7.673293617	3.156197903	7.363073957	7.354975744	4.629448916
AKR1B1	68.45952564	56.84370785	70.96424698	65.63137729	69.46878668	69.8526407	54.76188711	73.46494511	73.10520572	69.32633477
AC006978.1	5.614597507	11.2289785	5.473740548	7.5750322	6.350622897	6.467086037	11.2613281	7.100978994	6.129107688	7.912475471
UBE2K	31.50064554	18.81497021	29.78228577	28.90182622	26.59330052	31.32632315	23.90390931	25.71783728	27.77634842	27.57922973
AC103691.1	1.873197393	0.488939995	1.886162167	0.95425676	2.083824524	1.769094252	0.742333273	2.054237791	1.905118107	1.034321476
TMEM260	3.932282978	3.920091815	3.862785784	4.641482404	3.798176118	3.774538499	4.567990238	3.613244624	3.878228221	4.71139625
IARS1	90.6333923	47.75052589	92.11932619	91.02086866	82.8018467	95.12947176	48.70764927	82.42458172	81.04526279	92.8134692
AC112482.2	7.278333189	13.27230087	7.42921425	10.32904399	6.417097027	7.593595836	14.37373169	7.489564238	6.816858973	11.2233283
RBM28	11.1333429	6.256797971	11.23328494	8.474631748	11.54349596	11.57994086	6.153510562	11.20461728	11.57543226	8.444257357
H2AC15	146.622528	49.49422157	143.9791501	97.23102666	146.0597742	138.1748212	44.51605016	165.2579427	152.1789908	99.84538762
MVP	5.602135858	4.215749293	5.700401216	3.333307699	6.582239368	5.393771808	4.130672258	6.362430937	6.45460528	3.154238483
ILK	18.43013666	36.59270302	19.16602404	23.03954697	21.01048586	18.51833954	35.47451079	21.54337312	20.9066963	22.82090199
AL359399.1	4.624791217	3.791107612	3.845348991	3.047994566	5.402865996	3.882817254	2.590132547	4.046225953	4.742177107	3.850720646
GMIP	13.56872612	16.21885045	13.48590213	14.37671995	14.81400439	11.9619454	13.4798296	15.31871556	15.21718488	14.15449004
PACC1	21.56481206	18.39273399	22.57565612	18.2237731	20.39997051	21.00485945	19.19904151	21.46331127	20.77959928	18.65046258
MTCH1	72.69534593	79.51025839	75.61534354	72.36297688	76.71249978	69.60960163	76.17053929	74.54414003	78.57570259	71.52255067
CNPY4	8.036048704	8.476871276	8.726997419	8.012224958	8.418079061	7.53121856	7.338953849	8.469561259	9.3451328	8.145806481
UFC1	107.5155966	98.60412263	109.0546711	91.64303662	102.937445	113.0746076	95.76433609	108.4706375	105.9614677	95.55825887
AC005831.1	10.7206697	6.833571099	10.64325528	9.05669287	10.12529266	9.825405612	7.233484388	10.09112539	9.980259266	9.41067978
AC005393.1	1.049172645	1.209326472	1.235828662	0.665965936	1.060262967	0.945132545	1.784650541	1.000297726	1.435362958	0.991815114
RPL3P4	53.52033365	114.2015876	64.13573947	71.52627249	67.51844809	77.58502947	122.1919176	77.41635506	50.98330254	78.14873373
HMGN2P6	1.841545824	0.931314277	2.236957826	1.080754117	2.05547317	2.274549752	1.41396814	1.467312708	1.814398198	1.970136144
NEK9	16.16618009	13.64033776	16.45799381	17.61857212	16.49571546	16.41380948	14.34376561	16.47897372	16.4321615	17.35281065
HOMER2P1	2.672772615	5.142999536	2.418800305	3.171937914	2.488978314	2.337993856	3.924201619	2.700981743	2.490092132	2.789663731
CHMP2B	14.09109181	8.267721517	13.95432979	12.18915387	12.25238247	14.63361979	9.702496512	11.65125604	12.48992489	12.39588363
RILP	1.208514447	1.566418874	1.352342686	1.822544443	1.562868393	1.19413862	1.657877644	1.765360602	1.929542699	2.280811459
RRN3	26.6903644	18.2564571	25.82115272	21.83930052	25.23410126	26.93262215	19.41524002	24.47756529	25.50267386	21.5237108
WAC-AS1	5.31399633	3.556561134	5.539846516	5.74113767	5.310420529	5.269884009	4.225891189	4.801170149	5.55929142	5.934951466
MAPK8	14.23992213	9.356658528	14.4379069	11.03105834	13.99547993	14.96444231	9.838678441	13.33101284	14.11350315	10.59982776
CXXC1	38.35098758	32.82026372	38.62506372	33.06658846	38.29098537	35.02216117	29.24024468	39.29927965	37.81685399	32.76290778
MT-TS1	12.41144337	6.921217267	17.21034008	9.119599742	11.80337748	10.57918363	8.106279344	9.17987513	8.382519673	5.378471674
KIAA1143P1	2.082990069	1.174432648	1.413921862	1.627423616	1.652342399	2.118937609	0.954190185	1.987878986	1.798089	0.929727169
AC015871.3	1.952544571	4.035695199	1.735169088	2.900515307	2.61876981	2.380178998	4.541332966	1.830733812	2.291871407	2.799667153
C4orf46	18.59984876	17.1253275	17.59309996	20.40761852	16.14207843	18.56392694	19.16304895	16.14523493	16.89476397	19.27291829
CORO2A	5.063107198	13.25763473	5.11001501	9.922128327	5.288143867	4.954719695	12.73467131	5.660318262	5.510811917	9.845785974
UGDH	15.63309139	8.548444919	15.98915609	12.15263635	15.90289716	16.21310514	9.697996362	15.65747553	15.55710539	13.67742854
NDUFA6	53.81209383	55.53259873	51.35617163	63.75693519	50.85251526	55.34737731	55.11212741	54.53041939	52.51555493	63.79044368
GSN	3.293548281	4.567514035	2.970552949	3.842154415	3.738642631	2.982571204	4.001284461	4.055003015	3.669138221	4.327034374
NAF1	18.86766587	12.77248146	18.78384462	15.9851545	16.81579797	17.52762982	13.72344414	16.29652683	16.89984547	16.43189979
PCLAF	10.9724269	5.154408081	10.63298967	8.907235152	10.11054233	11.43438968	6.373202736	10.72525066	10.03493262	7.995130357
AC025171.1	5.037080253	4.575191099	5.201723806	4.863069892	5.231828757	4.804185955	4.90596099	5.030570655	5.344580581	4.860714704
ANKEF1	5.747177379	2.635578804	5.644779661	4.550264572	5.955703514	5.939125407	2.822753379	5.758269937	5.593586781	4.290462265
FAM219A	11.63323632	9.45149851	12.46408687	10.18439929	12.42209328	11.47071977	9.012272156	12.35888913	11.65545509	9.534486032
DYNC1H1	25.10085718	24.92831114	24.80827432	30.90959978	29.65934108	24.44685972	22.59552288	29.17604883	29.43378813	31.02756941
MAP3K1	6.4508495	7.0885644	6.549075842	6.284344453	6.856033155	6.668047123	7.461314537	6.699045782	6.842287461	6.062452766
ZW10	21.64936061	15.04922399	21.99046406	19.98839402	21.99667387	23.79071546	15.30348594	21.71008661	22.24074533	20.03120324
YBX2	5.217342405	11.11566783	5.674064541	5.870519207	6.48109899	5.010814731	10.69951213	5.803063846	6.38107866	6.251817925
SLC25A1	38.07728028	73.62113179	39.04966338	54.82804343	38.7601421	34.84274304	67.22622151	38.61417494	38.43617508	55.56079817
TLN1	62.70792683	66.3984886	62.86973355	67.56601217	68.10689481	59.03580151	59.50236358	70.19261209	70.40519393	66.70611842
GARS1-DT	2.057696276	3.139516072	2.119700456	2.725759591	2.601609322	2.085473486	2.958198347	2.124599672	2.266606053	2.609251695
ARHGAP33	11.3985341	21.52386716	11.42627588	13.4842875	12.93349931	9.926467936	17.84133537	12.87306931	12.32298487	13.67000841
LINC01801	4.326679551	1.822572026	4.196535624	1.820872247	4.518369084	3.930847362	1.914269144	4.082266001	4.457811267	2.071630881
LRFN1	5.785606743	7.155212039	5.853171267	6.059198586	6.320177481	4.800132517	6.266379674	6.594195145	6.350393691	5.826186352
SIX1	1.376891741	1.241442319	1.432404501	1.550405625	1.459085978	1.234611344	1.445742704	1.612807479	1.503164349	1.20864532
RBBP8	53.82091381	34.22068541	53.94932383	44.56273574	50.55744667	58.00190127	37.44082863	50.38122673	50.40781679	45.77021727
PITX2	2.521006469	2.977211284	2.649973775	2.53131457	2.402163217	2.526449874	2.620155787	3.175155056	2.523898654	2.537305436
CNEP1R1	9.050203973	7.769904231	9.025060019	8.300002741	8.262005302	8.873514237	8.709709919	8.421335701	8.49432087	7.45130075
FTL	272.7815519	420.2127084	280.6243864	327.688461	271.6080877	262.1163976	378.6121286	297.5578771	282.6180375	329.5578599
